;Name;Status;2016-1;2016-2;2016-3;2016-4;2016-5;2016-6;2016-7;2016-8;2016-9;2016-10;2016-11;2016-12;2017-1;2017-2;2017-3;2017-4;2017-5;2017-6;2017-7;2017-8;2017-9;2017-10;2017-11;2017-12;2018-1;2018-2;2018-3;2018-4;2018-5;2018-6;2018-7;2018-8;2018-9;2018-10;2018-11;2018-12;2019-1;2019-2;2019-3;2019-4;2019-5;2019-6;2019-7;2019-8;2019-9;2019-10;2019-11;2019-12;2020-1;2020-2;2020-3;2020-4;2020-5;2020-6;2020-7
Hưng Yên;Khoái Châu;District;186392.44926;186392.44926;186392.44926;186392.44926;186392.44926;186392.44926;186392.44926;186392.44926;186392.44926;186392.44926;186392.44926;186392.44926;187011.24294;187011.24294;187011.24294;187011.24294;187011.24294;187011.24294;187011.24294;187011.24294;187011.24294;187011.24294;187011.24294;187011.24294;187632.09091;187632.09091;187632.09091;187632.09091;187632.09091;187632.09091;187632.09091;187632.09091;187632.09091;187632.09091;187632.09091;187632.09091;188255;188255;188255;188255;188255;188255;188255;188255;188255;188255;188255;188255;188877.90909;188877.90909;188877.90909;188877.90909;188877.90909;188877.90909;188877.90909
Hưng Yên;Kim Động;District;116068.73183;116068.73183;116068.73183;116068.73183;116068.73183;116068.73183;116068.73183;116068.73183;116068.73183;116068.73183;116068.73183;116068.73183;116621.18751;116621.18751;116621.18751;116621.18751;116621.18751;116621.18751;116621.18751;116621.18751;116621.18751;116621.18751;116621.18751;116621.18751;117176.27273;117176.27273;117176.27273;117176.27273;117176.27273;117176.27273;117176.27273;117176.27273;117176.27273;117176.27273;117176.27273;117176.27273;117734;117734;117734;117734;117734;117734;117734;117734;117734;117734;117734;117734;118291.72727;118291.72727;118291.72727;118291.72727;118291.72727;118291.72727;118291.72727
Hưng Yên;Mỹ Hào;District;107549.23226;107549.23226;107549.23226;107549.23226;107549.23226;107549.23226;107549.23226;107549.23226;107549.23226;107549.23226;107549.23226;107549.23226;109256.25107;109256.25107;109256.25107;109256.25107;109256.25107;109256.25107;109256.25107;109256.25107;109256.25107;109256.25107;109256.25107;109256.25107;110990.36364;110990.36364;110990.36364;110990.36364;110990.36364;110990.36364;110990.36364;110990.36364;110990.36364;110990.36364;110990.36364;110990.36364;112752;112752;112752;112752;112752;112752;112752;112752;112752;112752;112752;112752;114513.63636;114513.63636;114513.63636;114513.63636;114513.63636;114513.63636;114513.63636
Hưng Yên;Phù Cừ;District;79255.67934;79255.67934;79255.67934;79255.67934;79255.67934;79255.67934;79255.67934;79255.67934;79255.67934;79255.67934;79255.67934;79255.67934;79487.77256;79487.77256;79487.77256;79487.77256;79487.77256;79487.77256;79487.77256;79487.77256;79487.77256;79487.77256;79487.77256;79487.77256;79720.54545;79720.54545;79720.54545;79720.54545;79720.54545;79720.54545;79720.54545;79720.54545;79720.54545;79720.54545;79720.54545;79720.54545;79954;79954;79954;79954;79954;79954;79954;79954;79954;79954;79954;79954;80187.45455;80187.45455;80187.45455;80187.45455;80187.45455;80187.45455;80187.45455
Hưng Yên;Tiên Lữ;District;90914.52176;90914.52176;90914.52176;90914.52176;90914.52176;90914.52176;90914.52176;90914.52176;90914.52176;90914.52176;90914.52176;90914.52176;91643.15922;91643.15922;91643.15922;91643.15922;91643.15922;91643.15922;91643.15922;91643.15922;91643.15922;91643.15922;91643.15922;91643.15922;92377.63636;92377.63636;92377.63636;92377.63636;92377.63636;92377.63636;92377.63636;92377.63636;92377.63636;92377.63636;92377.63636;92377.63636;93118;93118;93118;93118;93118;93118;93118;93118;93118;93118;93118;93118;93858.36364;93858.36364;93858.36364;93858.36364;93858.36364;93858.36364;93858.36364
Hưng Yên;Văn Giang;District;114986.96809;114986.96809;114986.96809;114986.96809;114986.96809;114986.96809;114986.96809;114986.96809;114986.96809;114986.96809;114986.96809;114986.96809;116892.55775;116892.55775;116892.55775;116892.55775;116892.55775;116892.55775;116892.55775;116892.55775;116892.55775;116892.55775;116892.55775;116892.55775;118829.72727;118829.72727;118829.72727;118829.72727;118829.72727;118829.72727;118829.72727;118829.72727;118829.72727;118829.72727;118829.72727;118829.72727;120799;120799;120799;120799;120799;120799;120799;120799;120799;120799;120799;120799;122768.27273;122768.27273;122768.27273;122768.27273;122768.27273;122768.27273;122768.27273
Hưng Yên;Văn Lâm;District;127630.48232;127630.48232;127630.48232;127630.48232;127630.48232;127630.48232;127630.48232;127630.48232;127630.48232;127630.48232;127630.48232;127630.48232;129404.54776;129404.54776;129404.54776;129404.54776;129404.54776;129404.54776;129404.54776;129404.54776;129404.54776;129404.54776;129404.54776;129404.54776;131203.27273;131203.27273;131203.27273;131203.27273;131203.27273;131203.27273;131203.27273;131203.27273;131203.27273;131203.27273;131203.27273;131203.27273;133027;133027;133027;133027;133027;133027;133027;133027;133027;133027;133027;133027;134850.72727;134850.72727;134850.72727;134850.72727;134850.72727;134850.72727;134850.72727
Hưng Yên;Yên Mỹ;District;150249.21515;150249.21515;150249.21515;150249.21515;150249.21515;150249.21515;150249.21515;150249.21515;150249.21515;150249.21515;150249.21515;150249.21515;152250.37187;152250.37187;152250.37187;152250.37187;152250.37187;152250.37187;152250.37187;152250.37187;152250.37187;152250.37187;152250.37187;152250.37187;154278.18182;154278.18182;154278.18182;154278.18182;154278.18182;154278.18182;154278.18182;154278.18182;154278.18182;154278.18182;154278.18182;154278.18182;156333;156333;156333;156333;156333;156333;156333;156333;156333;156333;156333;156333;158387.81818;158387.81818;158387.81818;158387.81818;158387.81818;158387.81818;158387.81818
Khánh Hòa;Khánh Hòa;Province;1211169.33576;1211169.33576;1211169.33576;1211169.33576;1211169.33576;1211169.33576;1211169.33576;1211169.33576;1211169.33576;1211169.33576;1211169.33576;1211169.33576;1217779.08663;1217779.08663;1217779.08663;1217779.08663;1217779.08663;1217779.08663;1217779.08663;1217779.08663;1217779.08663;1217779.08663;1217779.08663;1217779.08663;1224424.90909;1224424.90909;1224424.90909;1224424.90909;1224424.90909;1224424.90909;1224424.90909;1224424.90909;1224424.90909;1224424.90909;1224424.90909;1224424.90909;1231107;1231107;1231107;1231107;1231107;1231107;1231107;1231107;1231107;1231107;1231107;1231107;1237789.09091;1237789.09091;1237789.09091;1237789.09091;1237789.09091;1237789.09091;1237789.09091
Khánh Hòa;Cam Lâm;District;106776.99977;106776.99977;106776.99977;106776.99977;106776.99977;106776.99977;106776.99977;106776.99977;106776.99977;106776.99977;106776.99977;106776.99977;107506.01125;107506.01125;107506.01125;107506.01125;107506.01125;107506.01125;107506.01125;107506.01125;107506.01125;107506.01125;107506.01125;107506.01125;108240;108240;108240;108240;108240;108240;108240;108240;108240;108240;108240;108240;108979;108979;108979;108979;108979;108979;108979;108979;108979;108979;108979;108979;109718;109718;109718;109718;109718;109718;109718
Khánh Hòa;Cam Ranh;District-level City;128169.11917;128169.11917;128169.11917;128169.11917;128169.11917;128169.11917;128169.11917;128169.11917;128169.11917;128169.11917;128169.11917;128169.11917;129044.75032;129044.75032;129044.75032;129044.75032;129044.75032;129044.75032;129044.75032;129044.75032;129044.75032;129044.75032;129044.75032;129044.75032;129926.36364;129926.36364;129926.36364;129926.36364;129926.36364;129926.36364;129926.36364;129926.36364;129926.36364;129926.36364;129926.36364;129926.36364;130814;130814;130814;130814;130814;130814;130814;130814;130814;130814;130814;130814;131701.63636;131701.63636;131701.63636;131701.63636;131701.63636;131701.63636;131701.63636
Khánh Hòa;Diên Khánh;District;140099.62651;140099.62651;140099.62651;140099.62651;140099.62651;140099.62651;140099.62651;140099.62651;140099.62651;140099.62651;140099.62651;140099.62651;141129.16676;141129.16676;141129.16676;141129.16676;141129.16676;141129.16676;141129.16676;141129.16676;141129.16676;141129.16676;141129.16676;141129.16676;142166.27273;142166.27273;142166.27273;142166.27273;142166.27273;142166.27273;142166.27273;142166.27273;142166.27273;142166.27273;142166.27273;142166.27273;143211;143211;143211;143211;143211;143211;143211;143211;143211;143211;143211;143211;144255.72727;144255.72727;144255.72727;144255.72727;144255.72727;144255.72727;144255.72727
Khánh Hòa;Khánh Sơn;District;24162.81683;24162.81683;24162.81683;24162.81683;24162.81683;24162.81683;24162.81683;24162.81683;24162.81683;24162.81683;24162.81683;24162.81683;24551.91197;24551.91197;24551.91197;24551.91197;24551.91197;24551.91197;24551.91197;24551.91197;24551.91197;24551.91197;24551.91197;24551.91197;24947.27273;24947.27273;24947.27273;24947.27273;24947.27273;24947.27273;24947.27273;24947.27273;24947.27273;24947.27273;24947.27273;24947.27273;25349;25349;25349;25349;25349;25349;25349;25349;25349;25349;25349;25349;25750.72727;25750.72727;25750.72727;25750.72727;25750.72727;25750.72727;25750.72727
Khánh Hòa;Khánh Vĩnh;District;38148.46418;38148.46418;38148.46418;38148.46418;38148.46418;38148.46418;38148.46418;38148.46418;38148.46418;38148.46418;38148.46418;38148.46418;38684.73551;38684.73551;38684.73551;38684.73551;38684.73551;38684.73551;38684.73551;38684.73551;38684.73551;38684.73551;38684.73551;38684.73551;39228.54545;39228.54545;39228.54545;39228.54545;39228.54545;39228.54545;39228.54545;39228.54545;39228.54545;39228.54545;39228.54545;39228.54545;39780;39780;39780;39780;39780;39780;39780;39780;39780;39780;39780;39780;40331.45455;40331.45455;40331.45455;40331.45455;40331.45455;40331.45455;40331.45455
Khánh Hòa;Nha Trang;District-level City;414385.18761;414385.18761;414385.18761;414385.18761;414385.18761;414385.18761;414385.18761;414385.18761;414385.18761;414385.18761;414385.18761;414385.18761;417105.88951;417105.88951;417105.88951;417105.88951;417105.88951;417105.88951;417105.88951;417105.88951;417105.88951;417105.88951;417105.88951;417105.88951;419844.45455;419844.45455;419844.45455;419844.45455;419844.45455;419844.45455;419844.45455;419844.45455;419844.45455;419844.45455;419844.45455;419844.45455;422601;422601;422601;422601;422601;422601;422601;422601;422601;422601;422601;422601;425357.54545;425357.54545;425357.54545;425357.54545;425357.54545;425357.54545;425357.54545
Khánh Hòa;Ninh Hòa;District-level Town;230142.01253;230142.01253;230142.01253;230142.01253;230142.01253;230142.01253;230142.01253;230142.01253;230142.01253;230142.01253;230142.01253;230142.01253;230111.00418;230111.00418;230111.00418;230111.00418;230111.00418;230111.00418;230111.00418;230111.00418;230111.00418;230111.00418;230111.00418;230111.00418;230080;230080;230080;230080;230080;230080;230080;230080;230080;230080;230080;230080;230049;230049;230049;230049;230049;230049;230049;230049;230049;230049;230049;230049;230018;230018;230018;230018;230018;230018;230018
Khánh Hòa;Trường Sa;District;123.68403;123.68403;123.68403;123.68403;123.68403;123.68403;123.68403;123.68403;123.68403;123.68403;123.68403;123.68403;112.47001;112.47001;112.47001;112.47001;112.47001;112.47001;112.47001;112.47001;112.47001;112.47001;112.47001;112.47001;102.27273;102.27273;102.27273;102.27273;102.27273;102.27273;102.27273;102.27273;102.27273;102.27273;102.27273;102.27273;93;93;93;93;93;93;93;93;93;93;93;93;83.72727;83.72727;83.72727;83.72727;83.72727;83.72727;83.72727
Khánh Hòa;Vạn Ninh;District;129209.86241;129209.86241;129209.86241;129209.86241;129209.86241;129209.86241;129209.86241;129209.86241;129209.86241;129209.86241;129209.86241;129209.86241;129549.34886;129549.34886;129549.34886;129549.34886;129549.34886;129549.34886;129549.34886;129549.34886;129549.34886;129549.34886;129549.34886;129549.34886;129889.72727;129889.72727;129889.72727;129889.72727;129889.72727;129889.72727;129889.72727;129889.72727;129889.72727;129889.72727;129889.72727;129889.72727;130231;130231;130231;130231;130231;130231;130231;130231;130231;130231;130231;130231;130572.27273;130572.27273;130572.27273;130572.27273;130572.27273;130572.27273;130572.27273
Kiên Giang;Kiên Giang;Province;1713588.34322;1713588.34322;1713588.34322;1713588.34322;1713588.34322;1713588.34322;1713588.34322;1713588.34322;1713588.34322;1713588.34322;1713588.34322;1713588.34322;1716742.08766;1716742.08766;1716742.08766;1716742.08766;1716742.08766;1716742.08766;1716742.08766;1716742.08766;1716742.08766;1716742.08766;1716742.08766;1716742.08766;1719901.63636;1719901.63636;1719901.63636;1719901.63636;1719901.63636;1719901.63636;1719901.63636;1719901.63636;1719901.63636;1719901.63636;1719901.63636;1719901.63636;1723067;1723067;1723067;1723067;1723067;1723067;1723067;1723067;1723067;1723067;1723067;1723067;1726232.36364;1726232.36364;1726232.36364;1726232.36364;1726232.36364;1726232.36364;1726232.36364
Kiên Giang;An Biên;District;117096.29711;117096.29711;117096.29711;117096.29711;117096.29711;117096.29711;117096.29711;117096.29711;117096.29711;117096.29711;117096.29711;117096.29711;116466.82025;116466.82025;116466.82025;116466.82025;116466.82025;116466.82025;116466.82025;116466.82025;116466.82025;116466.82025;116466.82025;116466.82025;115840.72727;115840.72727;115840.72727;115840.72727;115840.72727;115840.72727;115840.72727;115840.72727;115840.72727;115840.72727;115840.72727;115840.72727;115218;115218;115218;115218;115218;115218;115218;115218;115218;115218;115218;115218;114595.27273;114595.27273;114595.27273;114595.27273;114595.27273;114595.27273;114595.27273
Kiên Giang;An Minh;District;115540.6382;115540.6382;115540.6382;115540.6382;115540.6382;115540.6382;115540.6382;115540.6382;115540.6382;115540.6382;115540.6382;115540.6382;115600.39456;115600.39456;115600.39456;115600.39456;115600.39456;115600.39456;115600.39456;115600.39456;115600.39456;115600.39456;115600.39456;115600.39456;115660.18182;115660.18182;115660.18182;115660.18182;115660.18182;115660.18182;115660.18182;115660.18182;115660.18182;115660.18182;115660.18182;115660.18182;115720;115720;115720;115720;115720;115720;115720;115720;115720;115720;115720;115720;115779.81818;115779.81818;115779.81818;115779.81818;115779.81818;115779.81818;115779.81818
Kiên Giang;Châu Thành;District;156546.59003;156546.59003;156546.59003;156546.59003;156546.59003;156546.59003;156546.59003;156546.59003;156546.59003;156546.59003;156546.59003;156546.59003;157560.15023;157560.15023;157560.15023;157560.15023;157560.15023;157560.15023;157560.15023;157560.15023;157560.15023;157560.15023;157560.15023;157560.15023;158580.27273;158580.27273;158580.27273;158580.27273;158580.27273;158580.27273;158580.27273;158580.27273;158580.27273;158580.27273;158580.27273;158580.27273;159607;159607;159607;159607;159607;159607;159607;159607;159607;159607;159607;159607;160633.72727;160633.72727;160633.72727;160633.72727;160633.72727;160633.72727;160633.72727
Kiên Giang;Giang Thành;District;28639.54743;28639.54743;28639.54743;28639.54743;28639.54743;28639.54743;28639.54743;28639.54743;28639.54743;28639.54743;28639.54743;28639.54743;28830.09438;28830.09438;28830.09438;28830.09438;28830.09438;28830.09438;28830.09438;28830.09438;28830.09438;28830.09438;28830.09438;28830.09438;29021.90909;29021.90909;29021.90909;29021.90909;29021.90909;29021.90909;29021.90909;29021.90909;29021.90909;29021.90909;29021.90909;29021.90909;29215;29215;29215;29215;29215;29215;29215;29215;29215;29215;29215;29215;29408.09091;29408.09091;29408.09091;29408.09091;29408.09091;29408.09091;29408.09091
Kiên Giang;Giồng Riềng;District;221085.25811;221085.25811;221085.25811;221085.25811;221085.25811;221085.25811;221085.25811;221085.25811;221085.25811;221085.25811;221085.25811;221085.25811;222268.82462;222268.82462;222268.82462;222268.82462;222268.82462;222268.82462;222268.82462;222268.82462;222268.82462;222268.82462;222268.82462;222268.82462;223458.72727;223458.72727;223458.72727;223458.72727;223458.72727;223458.72727;223458.72727;223458.72727;223458.72727;223458.72727;223458.72727;223458.72727;224655;224655;224655;224655;224655;224655;224655;224655;224655;224655;224655;224655;225851.27273;225851.27273;225851.27273;225851.27273;225851.27273;225851.27273;225851.27273
Kiên Giang;Gò Quao;District;133612.60067;133612.60067;133612.60067;133612.60067;133612.60067;133612.60067;133612.60067;133612.60067;133612.60067;133612.60067;133612.60067;133612.60067;133243.3811;133243.3811;133243.3811;133243.3811;133243.3811;133243.3811;133243.3811;133243.3811;133243.3811;133243.3811;133243.3811;133243.3811;132875.18182;132875.18182;132875.18182;132875.18182;132875.18182;132875.18182;132875.18182;132875.18182;132875.18182;132875.18182;132875.18182;132875.18182;132508;132508;132508;132508;132508;132508;132508;132508;132508;132508;132508;132508;132140.81818;132140.81818;132140.81818;132140.81818;132140.81818;132140.81818;132140.81818
Kiên Giang;Hà Tiên;District-level City;47472.99197;47472.99197;47472.99197;47472.99197;47472.99197;47472.99197;47472.99197;47472.99197;47472.99197;47472.99197;47472.99197;47472.99197;47811.24547;47811.24547;47811.24547;47811.24547;47811.24547;47811.24547;47811.24547;47811.24547;47811.24547;47811.24547;47811.24547;47811.24547;48151.90909;48151.90909;48151.90909;48151.90909;48151.90909;48151.90909;48151.90909;48151.90909;48151.90909;48151.90909;48151.90909;48151.90909;48495;48495;48495;48495;48495;48495;48495;48495;48495;48495;48495;48495;48838.09091;48838.09091;48838.09091;48838.09091;48838.09091;48838.09091;48838.09091
Kiên Giang;Hòn Đất;District;159183.70485;159183.70485;159183.70485;159183.70485;159183.70485;159183.70485;159183.70485;159183.70485;159183.70485;159183.70485;159183.70485;159183.70485;158207.49544;158207.49544;158207.49544;158207.49544;158207.49544;158207.49544;158207.49544;158207.49544;158207.49544;158207.49544;158207.49544;158207.49544;157237.27273;157237.27273;157237.27273;157237.27273;157237.27273;157237.27273;157237.27273;157237.27273;157237.27273;157237.27273;157237.27273;157237.27273;156273;156273;156273;156273;156273;156273;156273;156273;156273;156273;156273;156273;155308.72727;155308.72727;155308.72727;155308.72727;155308.72727;155308.72727;155308.72727
